CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
12516	12556	8	0.9047	43.023
12664	12992	8	0.8934	-0.000
12865	13245	8	0.9453	44.026
12902	12992	8	0.8898	44.026
12227	12615	8	0.9428	44.026
11835	12054	8	0.8654	132.079
12585	13153	8	0.9653	-44.026
12100	13245	8	0.8928	30.010
12436	12516	8	0.9811	44.026
12556	12865	8	0.8908	-43.023
11950	12054	8	0.8656	44.026
13089	13153	8	0.9335	44.026
12302	13089	8	0.9221	88.052
12302	12865	8	0.9173	132.079
11835	12356	8	0.8972	74.037
13406	13618	8	0.8688	-44.026
12615	13089	8	0.8974	88.052
12766	12902	8	0.8903	-88.052
12054	12992	8	0.8791	-58.042
12054	12100	8	0.9126	44.026
12585	12766	8	0.952	-88.052
12100	13711	8	0.8814	15.995
12356	12664	8	0.9528	0.000
12227	12664	8	0.942	88.053
12664	13089	8	0.8927	44.026
12664	12836	8	0.9148	-88.053
12174	13618	8	0.8932	-72.057
12902	13936	8	0.8956	-58.042
12302	12766	8	0.914	88.052
12436	13245	8	0.9292	88.052
12356	12615	8	0.9521	-44.026
12436	12902	8	0.9033	-88.052
12302	12356	8	0.9671	44.026
12766	12865	8	0.9484	44.026
12302	12585	8	0.9083	176.105
12556	12585	8	0.9083	1.003
11950	12902	8	0.9107	-58.042
12100	12902	8	0.906	-146.094
11950	13618	8	0.8613	60.021
12615	12664	8	0.9428	44.026
12054	13153	8	0.8833	30.011
12100	12585	8	0.9211	30.011
12865	12902	8	0.8845	-132.079
12516	12766	8	0.9533	-44.026
11835	12174	8	0.8624	220.131
12615	12836	8	0.9072	-44.027
13153	13711	8	0.8877	30.011
12100	12664	8	0.8991	-102.068
12664	12902	8	0.9457	-44.026
12100	12227	8	0.8932	-190.121
12054	12585	8	0.8812	74.037
12302	12664	8	0.9622	44.026
12556	12766	8	0.9019	-87.049
12356	12766	8	0.903	44.026
12356	12902	8	0.953	-44.026
11950	12615	8	0.8986	-58.042
12174	13153	8	0.9084	-58.042
11835	12664	8	0.9005	74.037
12865	13153	8	0.9664	0.000
12766	13245	8	0.9042	88.052
12585	13711	8	0.9293	-14.016
12100	12615	8	0.9013	-146.094
12615	13695	8	0.8898	-190.121
13245	13782	8	0.8991	-0.903
13618	13782	8	0.8347	57.139
12302	12902	8	0.9587	0.000
12516	13089	8	0.9309	-44.026
12174	12516	8	0.9141	-58.042
12436	12865	8	0.975	44.026
11835	12615	8	0.8887	30.011
12664	12865	8	0.8959	88.052
12054	12516	8	0.8878	30.011
12436	12585	8	0.9721	88.052
12356	13936	8	0.9086	-102.068
13245	13406	8	0.8763	-14.016
12356	12992	8	0.9021	-0.000
12436	12766	8	0.9618	0.000
12585	13406	8	0.9066	-14.016
11775	13695	8	0.8308	-116.083
12302	12436	8	0.9341	88.052
12865	13711	8	0.9076	30.011
12556	13406	8	0.8571	-13.013
12865	13089	8	0.9436	-44.026
12585	13089	8	0.9284	-88.052
12516	12865	8	0.9827	-0.000
12664	12766	8	0.8941	44.026
12174	12865	8	0.9114	-58.042
12436	12664	8	0.8977	-44.026
12516	13153	8	0.9636	-0.000
12227	12836	8	0.9047	-0.000
13089	13245	8	0.8926	88.052
12174	12766	8	0.9315	-102.068
11950	12100	8	0.8736	88.053
12556	13245	8	0.8694	1.003
12668	12746	8	0.835	44.025
13245	13711	8	0.9124	-14.016
12302	12615	8	0.9559	0.000
12516	12664	8	0.8895	-88.052
12100	12436	8	0.9367	-58.042
12227	12302	8	0.9421	44.026
12516	13711	8	0.9022	30.010
12436	13089	8	0.9424	0.000
12902	13089	8	0.9109	88.052
12054	12865	8	0.8845	30.011
12556	13782	8	0.8464	0.100
11835	13936	8	0.8909	-28.031
12668	13695	8	0.8271	-58.042
11950	12836	8	0.8804	-102.068
12100	12174	8	0.9072	44.026
12100	12766	8	0.9182	-58.042
12615	12766	8	0.8918	88.052
11950	12302	8	0.9012	-58.042
12302	13153	8	0.9112	132.079
12836	12902	8	0.885	44.027
12227	12356	8	0.9423	88.053
12227	12902	8	0.9236	44.026
12615	13936	8	0.9229	-58.042
12516	12585	8	0.9862	44.026
12436	13153	8	0.9655	44.026
12992	13936	8	0.8767	-102.068
11950	12227	8	0.884	-102.068
12436	12615	8	0.9004	-88.052
12356	13153	8	0.8955	88.052
12174	12992	8	0.8803	-146.094
12585	13245	8	0.9483	-0.000
12302	12516	8	0.9151	132.079
12766	13153	8	0.9492	44.026
12556	13618	8	0.8512	-57.039
11835	11950	8	0.8829	88.053
12054	12174	8	0.9071	88.052
12174	12436	8	0.9183	-102.068
12766	13089	8	0.9253	0.000
12356	12836	8	0.9131	-88.053
12100	12356	8	0.9058	-102.068
12227	12992	8	0.874	88.052
12436	12556	8	0.9124	87.049
11950	13936	8	0.8725	-116.084
13406	13711	8	0.9313	0.000
13153	13245	8	0.9281	44.026
11950	12174	8	0.8622	132.079
11835	12992	8	0.876	74.037
12100	12302	8	0.9103	-146.094
12174	13089	8	0.9002	-102.068
11835	12902	8	0.8933	30.011
12615	12902	8	0.943	0.000
12174	13711	8	0.8628	-28.031
12836	12992	8	0.8768	88.053
12356	12436	8	0.9095	44.026
12227	13936	8	0.8865	-14.016
12356	12865	8	0.8983	88.052
12100	13089	8	0.9488	-58.042
12836	13936	8	0.9038	-14.016
4742	6437	9	0.9255	-134.000
5786	9597	9	0.9298	-66.047
5478	7224	9	0.9373	-8.062
8676	9090	9	0.9021	0.072
6143	9090	9	0.9358	-66.047
7763	8625	9	0.9146	-82.042
4016	7246	9	0.906	-168.152
4139	6786	9	0.9006	-20.004
7328	9808	9	0.9026	94.005
2440	3843	9	0.9205	-28.031
6809	7213	9	0.9396	2.016
3843	7531	9	0.9181	18.011
6971	9090	9	0.9191	-28.031
9272	9908	9	0.921	-4.031
4429	6883	9	0.9164	15.995
1788	2050	9	0.9101	0.000
8293	9808	9	0.9163	-30.047
7224	8446	9	0.9374	-15.995
2050	2798	9	0.9077	-14.016
7179	7231	9	0.9578	2.016
3658	3762	9	0.9011	-2.016
5861	6883	9	0.943	15.995
3879	4897	9	0.9027	-38.015
7236	9090	9	0.9227	18.011
8085	8094	9	0.9209	-114.105
2816	3268	9	0.934	0.000
8028	9828	9	0.9117	-66.047
5478	8149	9	0.9147	-168.115
8149	8446	9	0.9071	144.058
6809	7054	9	0.9112	-22.021
7236	8420	9	0.9164	-0.000
2798	4935	9	0.9006	1.980
6666	8446	9	0.9178	-26.073
7179	8448	9	0.9052	92.120
6437	8307	9	0.9232	107.985
7213	9730	9	0.9245	-14.052
6636	6834	9	0.9004	-2.016
9351	9592	9	0.9029	-84.058
9263	9828	9	0.9003	-0.000
2050	8446	9	0.9157	61.964
3812	8307	9	0.9268	-48.036
7328	8330	9	0.9032	94.005
6636	7985	9	0.9219	-0.000
3268	3879	9	0.9122	-0.000
5401	5731	9	0.9261	-0.000
6261	8462	9	0.9288	-8.063
5961	7246	9	0.9115	-46.079
6665	8150	9	0.9024	15.995
6973	7179	9	0.9562	-0.000
2816	9908	9	0.9091	-52.068
6662	9592	9	0.9193	-150.104
8822	8878	9	0.9112	84.057
2446	6288	9	0.9228	-234.089
6233	7444	9	0.9176	-0.072
6809	7224	9	0.9408	15.995
5130	5210	9	0.9178	0.039
7213	9067	9	0.9168	-32.004
6883	8307	9	0.9241	-82.042
6437	6648	9	0.9132	152.011
6786	7423	9	0.908	-26.016
6665	8744	9	0.9273	20.026
7763	8707	9	0.9121	-0.000
9066	9297	9	0.9127	-84.057
7523	7584	9	0.9017	160.074
9214	9297	9	0.9072	1.003
2050	7224	9	0.9211	77.959
4897	6648	9	0.9102	15.995
6883	9090	9	0.9132	-66.047
6883	8707	9	0.9213	-82.042
7179	8744	9	0.9437	18.011
6662	9351	9	0.927	-66.047
5478	8446	9	0.9431	-24.057
4082	7700	9	0.9136	18.011
6662	7532	9	0.9232	-86.073
6666	7224	9	0.9314	-10.078
4429	9908	9	0.9185	-52.068
5861	6786	9	0.9272	-38.016
7213	8149	9	0.9176	-146.073
7532	8822	9	0.9135	-66.047
5478	6666	9	0.9463	2.016
5961	7523	9	0.9097	-44.026
6809	8446	9	0.9376	0.000
6786	8707	9	0.9052	-28.031
8878	9630	9	0.9491	0.000
5861	7224	9	0.9325	13.979
2406	2446	9	0.9212	-14.016
5596	5961	9	0.9009	-20.004
2050	4736	9	0.9088	92.011
2798	5961	9	0.9106	-20.041
9351	9630	9	0.9004	-2.016
9297	9351	9	0.9261	2.016
6233	6834	9	0.942	-2.016
2816	3879	9	0.9091	-0.000
6437	6883	9	0.9301	190.027
2050	4935	9	0.9251	-12.036
4016	6261	9	0.9353	-1.995
2816	4429	9	0.9174	-0.000
7213	8462	9	0.9492	13.979
4429	7236	9	0.9139	-68.062
9090	9597	9	0.9226	-0.000
6261	7213	9	0.9169	-22.042
8028	8149	9	0.9451	-80.026
7213	8446	9	0.9372	-2.016
2816	6883	9	0.92	15.995
5401	9090	9	0.9104	36.021
8150	8442	9	0.9119	2.015
7231	8150	9	0.9069	11.964
5861	6809	9	0.9316	-2.016
3812	4016	9	0.9034	42.047
7236	7985	9	0.9422	-0.000
8094	9808	9	0.9132	84.058
5478	7700	9	0.9203	0.000
3690	5786	9	0.9162	18.011
7054	7224	9	0.9261	38.016
8085	8293	9	0.9648	0.000
7328	8293	9	0.9158	124.052
6143	9297	9	0.9241	-68.063
7418	8420	9	0.9117	-0.000
4897	9272	9	0.9003	-10.021
3812	6437	9	0.9127	-156.021
8822	9351	9	0.9407	86.073
8934	9090	9	0.9033	-20.063
6143	9811	9	0.9121	-150.105
8442	8744	9	0.9415	2.016
6437	6786	9	0.9098	136.016
6288	6666	9	0.9138	256.095
3268	4429	9	0.9127	-0.000
6786	7246	9	0.9042	-106.100
6143	7236	9	0.9093	-84.058
5595	6261	9	0.9073	2.016
7179	8442	9	0.9626	15.995
6437	9263	9	0.9189	41.938
6973	7231	9	0.9397	2.015
6636	7236	9	0.9251	0.000
6666	6809	9	0.9211	-26.073
5401	8420	9	0.9308	18.010
6648	9272	9	0.911	-26.016
7531	7541	9	0.9164	1.004
7213	7224	9	0.9432	13.979
8625	9263	9	0.9198	15.995
8307	8525	9	0.9128	18.011
8149	8307	9	0.9158	80.026
5786	9811	9	0.9079	-150.105
4016	7853	9	0.9256	-28.068
7328	8085	9	0.933	124.052
5478	7213	9	0.9438	-22.042
5478	7054	9	0.923	-46.078
8822	9297	9	0.9295	84.057
2050	7935	9	0.9081	-82.151
2050	7213	9	0.9218	63.980
8094	9012	9	0.9226	71.091
4736	8544	9	0.9092	-60.037
6437	8707	9	0.917	107.985
8878	9066	9	0.9192	84.057
7985	8420	9	0.912	-0.000
6636	8822	9	0.9074	-68.063
6883	9263	9	0.9282	-148.089
6437	8149	9	0.9289	27.959
6437	8028	9	0.927	107.985
8525	9141	9	0.9126	-198.017
7246	9141	9	0.9208	-101.938
5713	7236	9	0.9004	15.995
9297	9592	9	0.9119	-82.042
6834	6909	9	0.9229	-1.003
6662	9630	9	0.9263	-68.063
6288	6431	9	0.9111	30.010
7328	8094	9	0.926	9.948
6143	9351	9	0.9075	-66.047
4016	5861	9	0.9253	-24.036
6662	8293	9	0.9046	-38.015
5861	5954	9	0.9359	0.021
4082	6666	9	0.91	20.026
7935	9068	9	0.9048	48.058
7763	8307	9	0.9113	-0.000
8307	8462	9	0.9241	80.026
6261	7853	9	0.9073	-26.074
4736	7054	9	0.9137	-52.068
3268	6883	9	0.92	15.995
6143	7985	9	0.906	-84.058
6786	9141	9	0.9253	-208.037
7246	8462	9	0.9233	158.095
9630	9908	9	0.9305	0.000
7231	8448	9	0.918	90.104
3812	5861	9	0.9342	18.010
6809	8462	9	0.9475	15.995
5786	9066	9	0.919	15.995
1893	2798	9	0.9147	-88.016
5786	9630	9	0.9508	-68.063
5786	8878	9	0.9402	-68.063
4633	4742	9	0.9299	-0.036
7935	8462	9	0.9213	160.110
8260	8625	9	0.901	-0.001
4016	5595	9	0.9036	-4.010
6261	6666	9	0.9127	2.016
3812	4139	9	0.9366	-0.001
3019	6437	9	0.9091	-89.974
5786	7236	9	0.9115	-84.058
8307	9141	9	0.9331	-180.006
9297	9630	9	0.9515	-0.000
5861	7213	9	0.9383	0.000
4736	5478	9	0.9216	-5.990
6834	8822	9	0.9079	-66.047
4016	7935	9	0.9061	-170.167
4742	9263	9	0.9017	-92.062
7246	7935	9	0.9152	-2.016
5786	9090	9	0.9281	-66.047
8307	8707	9	0.953	0.000
4429	7985	9	0.9125	-68.062
2050	5478	9	0.9225	86.021
4016	8307	9	0.9068	-90.083
2406	7812	9	0.9292	-24.036
4928	6883	9	0.9236	15.995
9592	9630	9	0.9029	82.042
4736	7224	9	0.9241	-14.052
8462	9141	9	0.9273	-260.032
5786	7985	9	0.9132	-84.058
6143	8878	9	0.9205	-68.063
4016	9141	9	0.9149	-270.089
5478	9067	9	0.9226	-54.046
6809	9067	9	0.9069	-29.989
3658	7812	9	0.9263	15.995
9090	9811	9	0.9012	-84.058
8149	9828	9	0.9167	13.979
5861	8446	9	0.9225	-2.015
6636	9226	9	0.9117	-68.063
7054	8446	9	0.9266	22.021
7532	9592	9	0.9014	-64.031
6437	8625	9	0.9307	25.943
6143	6662	9	0.9328	-0.000
2387	2406	9	0.9023	1.003
5861	6437	9	0.926	-174.032
4742	8028	9	0.9017	-26.016
8446	8462	9	0.9321	15.995
9090	9908	9	0.9453	-2.016
8544	9067	9	0.909	0.001
6709	8149	9	0.9022	-148.089
7224	7700	9	0.9212	8.063
7224	8462	9	0.9474	0.000
5861	8462	9	0.9476	13.979
8149	8625	9	0.9073	-2.016
5861	9141	9	0.9244	-246.053
7423	8307	9	0.9348	-2.016
6662	9808	9	0.9278	-68.063
4016	6786	9	0.9076	-62.052
7231	8744	9	0.9548	15.995
4742	8625	9	0.9032	-108.057
7985	9090	9	0.92	18.011
5478	8462	9	0.9415	-8.062
6665	7179	9	0.9535	2.015
6665	6973	9	0.9364	2.016
8446	8544	9	0.9098	-29.990
6665	8442	9	0.9473	18.010
3812	7935	9	0.9032	-128.120
4736	8446	9	0.9231	-30.047
8442	8448	9	0.9018	76.125
8878	9297	9	0.967	0.000
5786	9908	9	0.9115	-68.063
5961	9141	9	0.9071	-148.016
3812	8707	9	0.901	-48.036
8878	9592	9	0.9131	-82.042
6666	7700	9	0.9424	-2.016
4633	6883	9	0.9332	55.990
2050	6666	9	0.9083	88.037
2816	9090	9	0.9081	-50.052
6809	9141	9	0.9108	-244.037
4016	6809	9	0.9144	-26.052
9263	9908	9	0.91	80.026
3812	6786	9	0.9276	-20.005
7763	8028	9	0.9162	-0.000
6883	9908	9	0.9379	-68.063
6261	6809	9	0.9166	-24.057
6971	8934	9	0.9069	-7.969
7231	8442	9	0.9591	13.979
4928	5861	9	0.9305	0.000
6143	9597	9	0.9197	-66.047
5786	9592	9	0.9054	-150.105
3879	4429	9	0.9209	0.000
7541	7812	9	0.9376	-0.000
2050	7054	9	0.906	39.943
9066	9630	9	0.9049	-84.057
8822	9592	9	0.9081	2.016
9413	9808	9	0.9012	-1.012
6143	7203	9	0.9052	2.016
9351	9597	9	0.9201	-0.000
3812	8525	9	0.9085	-30.025
8293	8330	9	0.9076	-30.047
6973	8442	9	0.9398	15.995
7853	9141	9	0.9053	-242.021
5786	6662	9	0.9326	-0.000
6883	7224	9	0.9268	-2.016
8028	8307	9	0.9202	0.000
5786	9297	9	0.9528	-68.063
3812	7246	9	0.9013	-126.105
5478	6261	9	0.9129	0.000
6261	7224	9	0.9133	-8.063
5961	7935	9	0.9007	-48.094
6786	7935	9	0.9078	-108.115
7532	8878	9	0.9166	18.010
6662	9066	9	0.9061	15.995
5478	6709	9	0.9218	-20.026
5786	8145	9	0.9197	-45.985
4016	8462	9	0.9337	-10.057
4742	8149	9	0.9035	-106.042
6143	9908	9	0.9326	-68.063
4429	9090	9	0.9191	-50.052
6662	9297	9	0.9473	-68.062
6786	8307	9	0.9239	-28.031
5401	7179	9	0.9039	-88.089
6175	7246	9	0.9006	55.990
5478	6809	9	0.9354	-24.057
7246	8307	9	0.9083	78.068
4742	6883	9	0.924	56.026
4736	5039	9	0.9015	-12.037
4928	5210	9	0.9356	-0.000
7423	8707	9	0.915	-2.016
6662	8878	9	0.9466	-68.063
6648	6971	9	0.9239	-0.000
6666	7213	9	0.9175	-24.057
8149	8462	9	0.9233	160.052
4736	7213	9	0.921	-28.031
7054	8544	9	0.9026	-7.969
2050	8462	9	0.9247	77.959
4897	6971	9	0.9067	15.995
6662	8822	9	0.9184	-152.120
6973	8744	9	0.9343	18.010
8330	9808	9	0.9336	-0.000
3812	9141	9	0.9183	-228.042
7423	9141	9	0.9112	-182.022
7224	9067	9	0.9124	-45.984
5861	8307	9	0.9412	-66.047
3812	7523	9	0.9131	-124.052
5861	7246	9	0.926	-144.115
2406	7541	9	0.9052	-24.036
4736	6666	9	0.9117	-3.974
9597	9630	9	0.919	-2.016
6425	6666	9	0.9077	0.000
8446	9067	9	0.9141	-29.989
7985	9630	9	0.9105	15.995
9090	9630	9	0.9268	-2.016
7935	9141	9	0.9158	-99.922
6786	8525	9	0.9064	-10.020
2050	6809	9	0.926	61.964
4429	4928	9	0.9065	0.000
5478	9199	9	0.9363	-78.010
8085	9808	9	0.9361	-30.047
4429	6143	9	0.9153	15.995
9481	9592	9	0.9054	-0.000
6143	9630	9	0.9452	-68.063
5452	7246	9	0.9035	48.058
4139	9141	9	0.9061	-228.042
7532	9351	9	0.92	20.026
2446	7541	9	0.9147	-10.020
4898	8822	9	0.9048	-50.052
6502	6809	9	0.9097	0.000
6666	8544	9	0.9079	-56.063
7532	9630	9	0.91	18.010
7054	7213	9	0.9171	24.037
3812	5961	9	0.9134	-80.026
7532	9297	9	0.9258	18.011
7213	8028	9	0.922	-66.047
6665	7231	9	0.9516	4.031
7054	8462	9	0.9224	38.016
4742	5551	9	0.9083	-0.001
2446	6666	9	0.9221	22.005
8085	8330	9	0.9205	-30.047
5786	6143	9	0.9504	0.000
3268	7224	9	0.9216	13.979
8878	9351	9	0.9133	2.016
4035	4269	10	0.9591	-21.984
4035	4741	10	0.9403	-2.015
4269	4741	10	0.9493	19.969
13568	13582	11	0.7517	1.004
13501	13582	11	0.7083	0.027
12955	12958	12	0.7796	7.488
12957	12958	12	0.8885	-7.989
12957	13051	12	0.8629	0.020
13042	13071	12	0.8338	-1.033
12958	13071	12	0.9059	-0.941
12958	13042	12	0.8445	0.092
12955	12957	12	0.7167	15.477
10503	10533	13	0.7401	-1.003
10528	10539	13	0.7333	1.135
10468	10503	13	0.7673	-0.136
10503	10528	13	0.7364	0.113
2062	6082	14	0.8825	-324.063
3096	6112	14	0.8157	192.063
3089	6133	14	0.8012	192.063
2062	6300	14	0.8353	192.063
3089	6112	14	0.7859	193.067
6112	6133	14	0.8124	-1.004
3089	3096	14	0.9491	1.003
3033	3136	14	0.9258	-88.052
3089	6082	14	0.7735	-323.060
3096	6300	14	0.8155	192.063
3096	3136	14	0.8112	-18.010
3033	3089	14	0.911	-71.045
3089	3136	14	0.9474	-17.007
6300	6413	14	0.782	-100.016
6413	6765	14	0.9016	-0.000
6112	6300	14	0.8706	-0.000
3033	6112	14	0.8045	122.022
2062	3096	14	0.8523	0.000
5709	6112	14	0.7423	0.000
2062	3033	14	0.7763	70.042
3136	6112	14	0.802	210.074
3136	6300	14	0.8138	210.074
2062	6112	14	0.8309	192.063
6300	6765	14	0.7462	-100.016
3033	3096	14	0.8754	-70.042
3096	6133	14	0.7505	191.060
6133	6300	14	0.7661	1.003
6112	6413	14	0.7438	-100.016
2062	3089	14	0.8362	-1.003
3096	6082	14	0.8472	-324.063
2062	6133	14	0.7739	191.060
3033	6300	14	0.8069	122.022
3089	6300	14	0.7938	193.067
11024	11490	16	0.8893	-2.016
13157	13659	16	0.8028	16.031
12657	12687	16	0.9155	5.989
11734	12031	16	0.8644	-1.883
10585	12140	16	0.9079	16.960
10585	12657	16	0.9051	20.955
10507	13063	16	0.9139	22.005
10760	12657	16	0.9064	24.021
10507	11019	16	0.9271	42.010
10585	11734	16	0.8985	-15.066
11730	13659	16	0.8213	18.011
11734	13063	16	0.8576	36.021
11024	11996	16	0.8603	-52.052
10507	12687	16	0.9366	27.995
10507	12140	16	0.9126	18.011
11734	12140	16	0.8456	32.027
12031	12069	16	0.8616	-0.073
11019	13157	16	0.8946	-22.021
12069	12657	16	0.8333	37.977
10760	12687	16	0.9259	30.010
10507	12069	16	0.8521	-15.972
10507	11312	16	0.9558	36.021
12031	12657	16	0.8342	37.904
11019	11734	16	0.8611	-56.026
12641	13064	16	0.8687	-0.000
10507	10585	16	0.9665	1.051
10760	12031	16	0.8588	-13.883
11734	12069	16	0.9182	-1.956
11312	11490	16	0.8756	-2.016
11024	13157	16	0.8435	-16.031
13047	13063	16	0.8679	-0.038
11024	12687	16	0.9166	-8.026
10585	13157	16	0.8655	18.939
10507	11734	16	0.9026	-14.016
12687	13659	16	0.8657	8.026
13063	13659	16	0.8628	14.016
11019	13659	16	0.8716	-5.989
12627	13898	16	0.799	42.011
10585	11019	16	0.9143	40.960
12687	13063	16	0.9039	-5.989
11024	13063	16	0.8942	-14.016
10585	12687	16	0.9311	26.944
10760	11024	16	0.9356	38.037
11000	12627	16	0.8031	-14.016
13064	13784	16	0.8008	2.016
10507	12657	16	0.9231	22.005
12069	12687	16	0.8815	43.967
11019	12657	16	0.8948	-20.005
13047	13064	16	0.7866	-2.016
12031	13157	16	0.8011	35.889
11280	11448	16	0.8445	0.000
12140	12687	16	0.8907	9.984
10929	13659	16	0.8354	-2.016
10585	13063	16	0.9182	20.955
11490	13063	16	0.9188	-12.000
10929	11024	16	0.8402	-2.016
10585	11490	16	0.9468	32.955
11019	12687	16	0.9337	-14.016
10585	13659	16	0.8394	34.970
12031	12627	16	0.8037	-16.128
10996	12627	16	0.8343	-13.012
11024	11312	16	0.9893	-0.000
11019	11024	16	0.9336	-5.989
11019	11996	16	0.8545	-58.042
13063	13157	16	0.8886	-2.016
11490	12069	16	0.8744	-49.977
10929	11312	16	0.8341	-2.016
11490	11996	16	0.9024	-50.037
11996	12069	16	0.9067	0.059
11312	11996	16	0.8655	-52.052
11996	12687	16	0.8904	44.026
11019	11312	16	0.9358	-5.990
11440	11448	16	0.8218	-0.059
11490	13157	16	0.8932	-14.015
11019	12069	16	0.8434	-57.982
10585	11024	16	0.9403	34.970
10760	11996	16	0.9193	-14.016
10585	12069	16	0.8543	-17.023
11490	12687	16	0.9429	-6.011
12687	13157	16	0.8612	-8.005
11312	13659	16	0.8648	0.000
10585	10760	16	0.9486	-3.066
10760	12069	16	0.8782	-13.956
11024	12657	16	0.9009	-14.016
11734	12657	16	0.8569	36.021
12657	13063	16	0.9227	0.000
11996	12140	16	0.8354	34.043
13064	13391	16	0.7875	-2.016
10507	13659	16	0.847	36.021
11280	13241	16	0.8	-14.016
11019	13063	16	0.8874	-20.005
12989	13241	16	0.792	-0.000
13256	13391	16	0.8	1.003
11490	11734	16	0.9058	-48.021
10585	11312	16	0.9412	34.970
11996	12031	16	0.9014	0.133
11019	12140	16	0.9144	-23.999
12140	13659	16	0.8446	18.010
11490	12657	16	0.9057	-12.000
11312	11734	16	0.8731	-50.037
11024	13659	16	0.8716	0.000
12069	12140	16	0.8121	33.983
11996	12657	16	0.8582	38.037
11312	13063	16	0.8963	-14.016
12660	13157	16	0.7928	-1.012
10996	11000	16	0.7808	1.004
10760	13157	16	0.8668	22.006
10996	11280	16	0.789	-1.012
11019	11490	16	0.9346	-8.005
11312	12657	16	0.906	-14.016
11024	12140	16	0.9216	-18.010
10507	11490	16	0.9594	34.005
11490	12031	16	0.8433	-49.904
10760	13063	16	0.9166	24.021
11024	11734	16	0.8744	-50.037
10760	11490	16	0.9524	36.021
10507	10760	16	0.883	-2.016
12069	13659	16	0.8097	51.993
12140	13063	16	0.8603	3.994
12140	13157	16	0.8467	1.979
11996	13063	16	0.861	38.037
12641	12660	16	0.8729	0.973
12140	12657	16	0.8571	3.994
10760	12140	16	0.8918	20.027
10760	11312	16	0.9404	38.037
10585	11996	16	0.8891	-17.082
11734	13157	16	0.8405	34.006
11312	12140	16	0.9116	-18.010
11723	12627	16	0.8098	-56.026
10507	11024	16	0.9554	36.021
11312	12687	16	0.9147	-8.026
11280	12989	16	0.7992	-14.015
10507	13157	16	0.8735	19.990
12657	13659	16	0.8764	14.016
11996	13157	16	0.8259	36.021
11723	13898	16	0.8203	-14.016
10760	11734	16	0.9155	-12.000
12660	13064	16	0.8369	-0.974
11312	13157	16	0.8439	-16.031
11734	12687	16	0.8896	42.010
11280	11440	16	0.7836	0.060
10760	11019	16	0.9234	44.026
11490	12140	16	0.9115	-15.994
11734	11996	16	0.8488	-2.016
10507	11996	16	0.8951	-16.031
11264	11384	17	0.858	-2.015
9400	9867	17	0.8857	0.000
10516	13464	17	0.8778	53.973
10516	12770	17	0.8288	29.973
9408	10083	17	0.7768	-10.021
10515	11524	17	0.8166	116.084
11407	12907	17	0.8738	0.000
10428	11144	17	0.8423	0.000
11182	11825	17	0.8279	-98.074
10273	10666	17	0.8221	2.016
11421	11650	17	0.8442	-0.000
11727	13413	17	0.8094	13.980
9859	10267	17	0.8283	0.000
9867	10234	17	0.8183	3.995
11182	12500	17	0.8031	-96.058
11870	12770	17	0.9431	0.000
10676	11769	17	0.8078	-10.022
9708	9722	17	0.7623	-42.010
11870	13464	17	0.812	24.000
11284	11384	17	0.8546	-86.073
9867	10506	17	0.8053	-82.078
9408	9722	17	0.76	-26.016
10664	10759	17	0.8382	-1.040
8718	9183	17	0.8824	-0.000
12005	13623	17	0.8409	13.979
10459	12769	17	0.776	-52.067
8769	9722	17	0.7636	20.026
10718	10841	17	0.8176	0.000
9859	12504	17	0.7771	-66.084
11169	12838	17	0.8189	18.011
9705	10516	17	0.8314	-64.029
10273	10428	17	0.9267	0.000
11155	12839	17	0.7915	21.985
10362	11727	17	0.8267	-80.062
13142	13541	17	0.7869	0.000
9453	9461	17	0.7863	-1.003
10275	11284	17	0.7889	3.995
9522	10083	17	0.7726	1.980
10504	10805	17	0.8851	0.000
11870	13922	17	0.7888	21.985
10405	11284	17	0.8659	104.084
9708	9994	17	0.8223	-14.015
10459	12907	17	0.7871	-48.036
10519	11384	17	0.8556	-138.104
9400	10234	17	0.8385	3.995
10718	11023	17	0.8074	-26.015
12109	12353	17	0.8009	-32.027
10568	11182	17	0.8417	-84.094
10405	11182	17	0.8635	116.084
10519	11554	17	0.7715	162.052
11169	13413	17	0.8339	18.011
10504	10960	17	0.76	13.979
12691	13413	17	0.8212	-2.016
10664	10837	17	0.7692	-0.000
9867	13464	17	0.8627	-42.083
10666	11524	17	0.8322	13.979
10676	11023	17	0.7948	15.994
10515	12769	17	0.8169	15.996
11524	11650	17	0.9396	-0.000
10428	11356	17	0.8451	-16.032
9314	9522	17	0.8685	0.000
10540	12646	17	0.7881	-96.094
10362	11656	17	0.8341	3.995
10273	11407	17	0.8239	-80.063
10829	10881	17	0.7873	-0.000
9867	12109	17	0.8504	-66.084
9400	13922	17	0.795	-44.099
11605	11727	17	0.8672	-0.000
10664	10738	17	0.9418	-0.000
9708	9859	17	0.7858	-46.041
10275	13623	17	0.7872	-68.100
12488	13142	17	0.761	-2.016
9453	10384	17	0.8071	-82.078
11264	13623	17	0.8585	11.964
10275	12500	17	0.7709	-80.063
10841	11524	17	0.8032	-40.031
11023	11177	17	0.7793	-0.000
9911	10191	17	0.765	0.000
11727	12907	17	0.879	0.000
12136	12646	17	0.8095	-14.016
10275	10519	17	0.7855	56.026
8726	9599	17	0.775	1.003
10529	10664	17	0.9271	0.000
10540	10947	17	0.8086	-26.015
10960	11056	17	0.7783	-32.027
